Name,Market,Price,CategoryName,CaloriesPer100g,ProteinPer100g,CarbsPer100g,FatPer100g
Polonez 200 gr Tavuk Jambon Sebzeli,Carrefour,"499,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Apikoğlu 1kg Dana Jambon,Carrefour,"1.279,90 TL",et-tavuk-ve-balik,250,26,0,20
Polonez 1 kg Fümelenmiş Dana Dil,PttAVM,"3.196,68 TL",et-tavuk-ve-balik,250,26,0,20
afyon İtimat 1 kg Fermente Sucuk,idefix,"1.100,00 TL",et-tavuk-ve-balik,432,16,2,40
Pınar 500 gr Kasap Hardallı Hindi Fileto Kuşbaşı,PınarOnline,"169,00 TL",et-tavuk-ve-balik,250,26,0,20
Pınar 500 gr Kasap Baharatlı Hindi Fileto Kuşbaşı,PınarOnline,"169,00 TL",et-tavuk-ve-balik,250,26,0,20
Namet 250 gr Sebzeli Tavuk Jambon,Carrefour,"367,43 TL",et-tavuk-ve-balik,165,31,0,3.6
Başyazıcı 500 gr Kayseri Antrikot Pastırma,PttAVM,"1.118,66 TL",et-tavuk-ve-balik,200,30,3,5
Başyazıcı Pastırma Osmanlı Usülü 250 gr,PttAVM,"613,19 TL",et-tavuk-ve-balik,200,30,3,5
Pınar 600 gr Kasap Hindi Pirzola,PınarOnline,"149,00 TL",et-tavuk-ve-balik,107,25,0,1
İmamoğlu 1 kg Doğal Evlik Parmak Sucuk,PttAVM,"1.440,00 TL",et-tavuk-ve-balik,389,16,1.5,40
Fümeci Smokehouse 500 gr Sade İtalyan Salam,idefix,"1.125,00 TL",et-tavuk-ve-balik,58,3,1,5
Gurmepark 250 gr Hindi Füme Kuru Et,idefix,"335,77 TL",et-tavuk-ve-balik,185,35,0,5
Molu Et 500 gr Anadolu Usulü Evlik Parmak Sucuk,idefix,"470,00 TL",et-tavuk-ve-balik,389,16,1.5,40
Danet 5x50 gr Dilimli Dana Fıstıklı Salam,Pazarama,"295,00 TL",et-tavuk-ve-balik,58,3,1,5
Pınar 900 gr Büfe Dana Isıl İşlem Görmüş Sucuk,PınarOnline,"359,90 TL",et-tavuk-ve-balik,432,16,2,40
Pınar 3x460 gr Hindi Servis Sosis,idefix,"479,90 TL",et-tavuk-ve-balik,107,25,0,1
Pınar 3x900 gr Dana Büfe Salam,idefix,"1.496,90 TL",et-tavuk-ve-balik,58,3,1,5
Pınar 2x150 gr 4'lü Ton Balık,idefix,"859,90 TL",et-tavuk-ve-balik,193,24,0,11
Sasu Light 3x80 gr Ton Balığı,idefix,"137,48 TL",et-tavuk-ve-balik,193,24,0,11
Cumhuriyet 1 kg Acılı Parmak Sucuk,idefix,"1.368,00 TL",et-tavuk-ve-balik,389,16,1.5,40
Fümeci Smokehouse 250 gr Füme Dil,idefix,"929,77 TL",et-tavuk-ve-balik,282,19,0,22
Polonez 250 gr Sade Dana Macar Salam,idefix,"469,42 TL",et-tavuk-ve-balik,15,0.75,0.11,1
Pınar 80 gr Aç Bitir Hindi Et Sucuk,PttAVM,"101,11 TL",et-tavuk-ve-balik,107,25,0,1
Molu Et Anadolu Usulü 300 gr Dilimli Sucuk,idefix,"314,00 TL",et-tavuk-ve-balik,432,16,2,40
Molu Et 1 kg Coğrafi İşaretli Kayseri Sucuğu,idefix,"905,00 TL",et-tavuk-ve-balik,,,,
İtimat 1 kg Kangal Sucuk,idefix,"1.000,00 TL",et-tavuk-ve-balik,380,14,2,35
İkbal 500 gr Afyon Kangal Sucuk,idefix,"700,00 TL",et-tavuk-ve-balik,380,14,2,35
Kocaşaban 500 gr Dana Sucuk,idefix,"650,00 TL",et-tavuk-ve-balik,432,16,2,40
Kocaşaban 500 gr Parmak Sucuk,idefix,"600,00 TL",et-tavuk-ve-balik,389,16,1.5,40
Yüksel Sucukları 500 gr Afyon Acısız Kangal Sucuk,idefix,"1.000,00 TL",et-tavuk-ve-balik,380,14,2,35
Gurmepark Dolu Dolu Et Paketi,PttAVM,"2.604,42 TL",et-tavuk-ve-balik,,,,
Ahmet İpek 500 gr Sucukları Kangal Sucuk,idefix,"700,00 TL",et-tavuk-ve-balik,380,14,2,35
Sucuk Lokum Afyon 2 kg Dana Eti + 1 kg Sucuk,PttAVM,"1.863,50 TL",et-tavuk-ve-balik,432,16,2,40
Çınar 10x600 gr Kombi Afyon Tipi Sucuk,idefix,"3.078,60 TL",et-tavuk-ve-balik,432,16,2,40
Polonez 250 gr Tavuk Jambon,PttAVM,"220,06 TL",et-tavuk-ve-balik,165,31,0,3.6
Pınar 3x255 gr Kasap Dana Cabanossi Sosis,idefix,"866,90 TL",et-tavuk-ve-balik,250,26,0,20
Pınar 3x255 gr Kasap Dana Bratwurst Sosis,idefix,"866,90 TL",et-tavuk-ve-balik,250,26,0,20
Pınar 5x900 gr Dana Büfe Salam,idefix,"2.494,90 TL",et-tavuk-ve-balik,58,3,1,5
Superfresh 4x140 gr Light Ton Balığı,idefix,"371,90 TL",et-tavuk-ve-balik,193,24,0,11
Pınar 3x255 gr Kasap Hindi Frankfurter Sosis,idefix,"480,83 TL",et-tavuk-ve-balik,107,25,0,1
Pınar 3x225 gr Soyulmuş Uzun Sosis,idefix,"535,43 TL",et-tavuk-ve-balik,,,,
Pınar 5x255 gr Kasap Hindi Frankfurter Sosis,idefix,"801,43 TL",et-tavuk-ve-balik,107,25,0,1
Pınar 2x460 gr Dana Büfe Sosis,idefix,"537,90 TL",et-tavuk-ve-balik,250,26,0,20
Pınar 4x255 gr Kasap Dana Frankfurter Sosis,idefix,"1.155,90 TL",et-tavuk-ve-balik,250,26,0,20
Pınar 2x900 gr Büfe Dana Isıl İşlem Görmüş Sucuk,idefix,"1.350,90 TL",et-tavuk-ve-balik,432,16,2,40
Pınar 2x900 gr Hindi Servis Salam,idefix,"397,90 TL",et-tavuk-ve-balik,107,25,0,1
Pınar 4x900 gr Büfe Dana Isıl İşlem Görmüş Sucuk,idefix,"2.701,90 TL",et-tavuk-ve-balik,432,16,2,40
Pınar 4x900 gr Dana Büfe Salam,idefix,"1.995,90 TL",et-tavuk-ve-balik,58,3,1,5
Pınar 5x255 gr Kasap Dana Bratwurst Sosis,idefix,"1.444,90 TL",et-tavuk-ve-balik,250,26,0,20
Dardanel 2x150 gr 4 Tahıllı Ton Balığı,idefix,"325,00 TL",et-tavuk-ve-balik,193,24,0,11
Marex 400 gr Balık Lokum,Carrefour,"434,99 TL",et-tavuk-ve-balik,80,15,0,1
Pınar 60 gr Aç Bitir Büyük Dilim Hindi Füme,PınarOnline,"35,90 TL",et-tavuk-ve-balik,107,25,0,1
Polonez 150 gr Dana Jambon,idefix,"215,00 TL",et-tavuk-ve-balik,250,26,0,20
Pınar 3x300 gr İllaki Dana Kasap Sucuk,PınarOnline,"799,00 TL",et-tavuk-ve-balik,432,16,2,40
Pınar Doyum 225 gr Kangal Sucuk,idefix,"137,50 TL",et-tavuk-ve-balik,380,14,2,35
Pınar 460 gr Büfe Sosis,PınarOnline,"249,00 TL",et-tavuk-ve-balik,,,,
İkbal 70 gr Dana Füme Kaburga,idefix,"270,00 TL",et-tavuk-ve-balik,250,26,0,20
Pınar 90 gr Kasap Dana Dil Füme,PınarOnline,"199,00 TL",et-tavuk-ve-balik,250,26,0,20
Cumhuriyet 2x300 gr Vakumlu Fermente Kangal Sucuk,idefix,"750,00 TL",et-tavuk-ve-balik,380,14,2,35
Pınar 2x215 gr Kokteyl Dana Sosis,idefix,"314,93 TL",et-tavuk-ve-balik,250,26,0,20
Frosta Chefs' Choice Back 200 gr Bacon,Carrefour,"899,90 TL",et-tavuk-ve-balik,,,,
Frosta 180 gr Kometa Bacon,Carrefour,"899,90 TL",et-tavuk-ve-balik,,,,
Polonez 200 gr Tavuk Jambon Sebzeli,Carrefour,"499,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Apikoğlu 1kg Dana Jambon,Carrefour,"1.279,90 TL",et-tavuk-ve-balik,250,26,0,20
Polonez 80 gr Dana Füme Kaburga Eti,Carrefour,"2.779,90 TL",et-tavuk-ve-balik,250,26,0,20
Polonez 1 kg Tavuk Jambon,Carrefour,"499,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Maret Pratik 50 gr Dana Macar Salam,Carrefour,"65,25 TL",et-tavuk-ve-balik,15,0.75,0.11,1
Apikoğlu 100 gr Kekikli Kırmızı Biberli Jambon,Carrefour,"1.399,90 TL",et-tavuk-ve-balik,129,25,0,3
Fiorucci 120 gr Domuz Salam,Carrefour,"729,90 TL",et-tavuk-ve-balik,58,3,1,5
Namet 250 gr Sebzeli Tavuk Jambon,Carrefour,"367,43 TL",et-tavuk-ve-balik,165,31,0,3.6
Pınar 16x75 gr Aç Bitir Hindi Salam,PınarOnline,"418,80 TL",et-tavuk-ve-balik,107,25,0,1
Tk 180 gr Isıl İşlem Görmuş Dana Kangal Sucuk,Tarım Kredi Kooperatifi,"69,90 TL",et-tavuk-ve-balik,380,14,2,35
Pınar 600 gr Kasap Hindi Pirzola,PınarOnline,"149,00 TL",et-tavuk-ve-balik,107,25,0,1
Pınar 500 gr Kasap Baharatlı Hindi Fileto Kuşbaşı,PınarOnline,"169,00 TL",et-tavuk-ve-balik,250,26,0,20
Marex 400 gr Kadayıflı Karides,Carrefour,"434,00 TL",et-tavuk-ve-balik,106,20,1,2
Sultan 200 gr Vakumlu Acılı Kangal Sucuk,Carrefour,"212,00 TL",et-tavuk-ve-balik,380,14,2,35
Başyazıcı Pastırma Osmanlı Usülü 250 gr,PttAVM,"613,19 TL",et-tavuk-ve-balik,200,30,3,5
Başyazıcı 500 gr Kayseri Antrikot Pastırma,PttAVM,"1.118,66 TL",et-tavuk-ve-balik,200,30,3,5
Çınar 600 gr Kombi Afyon Tipi Sucuk,Pazarama,"398,90 TL",et-tavuk-ve-balik,432,16,2,40
Yükseldi 1 kg Acılı Dana Eti Sucuk,Amazon,"879,00 TL",et-tavuk-ve-balik,432,16,2,40
Fujian Friday 120 gr Tuzsuz Seamoss Deniz Yosunu,Amazon,"671,64 TL",et-tavuk-ve-balik,30,2,7,0.30
Danet 3x200 gr Vakumlu Fermente Kangal Sucuk,PttAVM,"577,55 TL",et-tavuk-ve-balik,380,14,2,35
Hana 3x380 gr Füme Salam,PttAVM,"130,97 TL",et-tavuk-ve-balik,58,3,1,5
Molu Et 250 gr Ege Usulü Kangal Sucuk,Amazon,"366,00 TL",et-tavuk-ve-balik,380,14,2,35
Royal Brand 30 gr Kurutulmuş Şarküteri,Amazon,"238,80 TL",et-tavuk-ve-balik,,,,
Apikoğlu 3x1500 gr Blok Dana Kavurma,Amazon,"8.300,00 TL",et-tavuk-ve-balik,250,26,0,20
Hana 2x835 gr Salam,idefix,"249,99 TL",et-tavuk-ve-balik,58,3,1,5
Danet 6x50 gr Tadımlık Dilimli Macar Salam,idefix,"329,00 TL",et-tavuk-ve-balik,15,0.75,0.11,1
Rays 5x200 gr Piliç Salam,Amazon,"149,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Hana 2x380 gr Füme Salam,Amazon,"125,00 TL",et-tavuk-ve-balik,58,3,1,5
Hana 4x380 gr Füme Salam,PttAVM,"218,29 TL",et-tavuk-ve-balik,58,3,1,5
Yükseldi Sucukları 1 kg Dana Eti Sucuk,Amazon,"879,00 TL",et-tavuk-ve-balik,432,16,2,40
Gönbeler 500 gr Dana Eti Sucuk + 250 gr Kontrafile Pastırma,Amazon,"999,00 TL",et-tavuk-ve-balik,200,30,3,5
Fujian Friday 100 gr Yeşil Laver,Amazon,"715,92 TL",et-tavuk-ve-balik,,,,
Polonez 90 gr Kurutulmuş Dilimli Füme Et,a101,"195,00 TL",et-tavuk-ve-balik,129,25,0,3
Namet 100 gr Karabiberli Fıstıklı Salam,Carrefour,"969,90 TL",et-tavuk-ve-balik,58,3,1,5
Kocaman 400 gr Dondurulmuş Deniz Ürünleri Salatası %20 Glaze,Carrefour,"549,00 TL",et-tavuk-ve-balik,272,13,0,18
Banvit 250 gr Piliç Macar Salam,Carrefour,"38,00 TL",et-tavuk-ve-balik,15,0.75,0.11,1
Polonez 500 gr Fümelenmiş Dana Dil,PttAVM,"1.624,12 TL",et-tavuk-ve-balik,250,26,0,20
Dardanel 210 gr Sushida Kyoto Karışımı,Hakmarekspress,"199,00 TL",et-tavuk-ve-balik,162,4,26,4
Danet 250 gr Dana Füme Kaburga,Pazarama,"550,00 TL",et-tavuk-ve-balik,250,26,0,20
Danet Fermente 500 gr Dana Osmanlı Sucuk,Pazarama,"625,00 TL",et-tavuk-ve-balik,432,16,2,40
İkbal 300 gr Füme Dana Sosis,idefix,"555,00 TL",et-tavuk-ve-balik,250,26,0,20
Bupiliç 1 kg Bonfile Piliç,Şok,"159,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Pınar 500 gr Kasap Dana Rib Eye Steak,PınarOnline,"579,00 TL",et-tavuk-ve-balik,250,26,0,20
Dardanel 4 x 160 gr Aç Ye Makarnalı Ton Balığı,PttAVM,"514,55 TL",et-tavuk-ve-balik,193,24,0,11
Pınar 3x900 gr Hindi Büfe Salam,idefix,"792,90 TL",et-tavuk-ve-balik,107,25,0,1
Pınar 1 kg Kasap Yağsız Dana Kuşbaşı,PınarOnline,"819,90 TL",et-tavuk-ve-balik,250,26,0,20
Pınar 255 gr Kasap Dana Bratwurst Sosis,PınarOnline,"187,85 TL",et-tavuk-ve-balik,250,26,0,20
Pınar 225 gr Soyulmuş Dana Uzun Sosis,PınarOnline,"165,69 TL",et-tavuk-ve-balik,250,26,0,20
Başyazıcı Frankfurter 330 gr Sosis,Amazon,"816,43 TL",et-tavuk-ve-balik,,,,
Molu 250 gr Anadolu Usulü Kangal Sucuk,Amazon,"366,00 TL",et-tavuk-ve-balik,380,14,2,35
Apikoğlu 2x110 gr Dana Et Çubukları,Amazon,"650,00 TL",et-tavuk-ve-balik,250,26,0,20
Danet 3x70 gr Çemeni Sıyrılmış Dana Pastırma,PttAVM,"603,45 TL",et-tavuk-ve-balik,200,30,3,5
Dilek Gurme 1 kg Dana Kemikli Kaburga,Amazon,"2.199,00 TL",et-tavuk-ve-balik,250,26,0,20
Apikoğlu 110 gr Cevizli Mini Dana Et Çubukları,Amazon,"380,00 TL",et-tavuk-ve-balik,250,26,0,20
Shaku 200 gr California Box,Carrefour,"169,00 TL",et-tavuk-ve-balik,,,,
Polonez 180 gr Kangal Sucuk,Carrefour,"149,90 TL",et-tavuk-ve-balik,380,14,2,35
Kocaman 200 gr Marine Sarımsaklı Hamsi,Carrefour,"114,00 TL",et-tavuk-ve-balik,197,17,0,15
Banvit 1 kg Çiftlikten Fırınlık Piliç,Tarım Kredi Kooperatifi,"99,90 TL",et-tavuk-ve-balik,165,31,0,3.6
Apikoğlu 450-520 gr 100 Yıllık Formül Klasik Dana Kangal Sucuk,Amazon,"810,00 TL",et-tavuk-ve-balik,380,14,2,35
Cumhuriyet 500 gr Kangal Sucuk,idefix,"700,00 TL",et-tavuk-ve-balik,380,14,2,35
Haket 1 kg Kuzu İncik,Hakmarekspress,"759,00 TL",et-tavuk-ve-balik,226,16,0,18
Apikoğlu Antrikot 1 kg Pastırma,Carrefour,"2.459,90 TL",et-tavuk-ve-balik,200,30,3,5
Apikoğlu  280 gr Dana Fermente Sucuk,Carrefour,"465,50 TL",et-tavuk-ve-balik,432,16,2,40
Kayseri Online 1 kg İmamoğlu Sucuk,PttAVM,"1.440,00 TL",et-tavuk-ve-balik,432,16,2,40
Balık Dünyası 300 gr Karides Söğüş,Carrefour,"229,00 TL",et-tavuk-ve-balik,106,20,1,2
Vita Vegantis 180 gr Vegan Sosis,Vegan Pazaryeri,"159,90 TL",et-tavuk-ve-balik,,,,
Vita Vegantis 2x180 gr Vegan Sosis,Vegan Pazaryeri,"299,80 TL",et-tavuk-ve-balik,,,,
Polonez 200 gr Dana Macar Salam,idefix,"296,10 TL",et-tavuk-ve-balik,15,0.75,0.11,1
Oral Et 300 gr Dana Kangal Sucuk,PttAVM,"576,00 TL",et-tavuk-ve-balik,380,14,2,35
Molu Et 500 gr Anadolu Usulü Kangal Sucuk,idefix,"499,00 TL",et-tavuk-ve-balik,380,14,2,35
Afyon Sucuk Lokum 1 kg Dana Eti Sucuk,PttAVM,"719,37 TL",et-tavuk-ve-balik,432,16,2,40
Merve 1 kg Afyonkarahisar Dana Sucuk,idefix,"1.100,00 TL",et-tavuk-ve-balik,432,16,2,40
Shaku 200 gr California Box,Carrefour,"169,00 TL",et-tavuk-ve-balik,,,,
Pınar 5x295 gr Hotdog Dana Sosis,idefix,"1.049,93 TL",et-tavuk-ve-balik,250,26,0,20
Pınar 3x225 gr Klasik Kangal Sucuk 152903092,idefix,"627,83 TL",et-tavuk-ve-balik,380,14,2,35
Pınar 2x1 kg Hindi Etli Salam,idefix,"796,53 TL",et-tavuk-ve-balik,107,25,0,1
Pınar 3x215 gr Kokteyl Dana Sosis,idefix,"472,43 TL",et-tavuk-ve-balik,250,26,0,20
Pınar Mangal Keyfi 5x300 gr Sucuk,idefix,"661,43 TL",et-tavuk-ve-balik,432,16,2,40
Pınar 2x430 gr Dana Sosis,idefix,"502,53 TL",et-tavuk-ve-balik,250,26,0,20
Pınar 5x225 gr Soyulmuş Uzun Sosis,idefix,"892,43 TL",et-tavuk-ve-balik,,,,
Pınar 3x180 gr Şölen Dana Sucuk,idefix,"452,90 TL",et-tavuk-ve-balik,432,16,2,40
Pınar 5x215 gr Kokteyl Dana Sosis,idefix,"787,43 TL",et-tavuk-ve-balik,250,26,0,20
Otantik 1 kg Irişgirik Orta Acılı Kayseri Sucuk,PttAVM,"1.190,00 TL",et-tavuk-ve-balik,432,16,2,40
Ahmet Ipek 500 gr Fermente Sucuk,idefix,"750,00 TL",et-tavuk-ve-balik,432,16,2,40
DoğuMark 1 kg Hakiki Kangal Et Sucuk,PttAVM,"1.298,00 TL",et-tavuk-ve-balik,432,16,2,40
Pınar 3x430 gr Hindi Uzun Sosis,idefix,"340,13 TL",et-tavuk-ve-balik,107,25,0,1
Pınar 2x430 gr Uzun Hindi Sosis,idefix,"323,90 TL",et-tavuk-ve-balik,107,25,0,1
Danet 70 gr Çemeni Sıyrılmış Dana Pastırma,Pazarama,"220,00 TL",et-tavuk-ve-balik,200,30,3,5
Danet 1 kg Dana Sırt Pastırma,Pazarama,"2.300,00 TL",et-tavuk-ve-balik,200,30,3,5
Danet 2 kg Dana Kavurma Blok,Pazarama,"3.000,00 TL",et-tavuk-ve-balik,250,26,0,20
Başyazıcı 500 gr Kayseri Sırt Pastırma,PttAVM,"1.118,66 TL",et-tavuk-ve-balik,200,30,3,5
Fümeci Smokehouse 1 kg Dana Cotto,idefix,"2.355,37 TL",et-tavuk-ve-balik,250,26,0,20
Gurmepark 500 gr Bingöl Soğuk Çeşme Kavurma,idefix,"989,17 TL",et-tavuk-ve-balik,250,26,0,20
Hana 3x380 gr Füme Salam,PttAVM,"130,97 TL",et-tavuk-ve-balik,58,3,1,5
Danet 6x50 gr Tadımlık Dilimli Macar Salam,idefix,"329,00 TL",et-tavuk-ve-balik,15,0.75,0.11,1
Rays 5x200 gr Piliç Salam,Amazon,"149,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Hana 2x380 gr Füme Salam,Amazon,"125,00 TL",et-tavuk-ve-balik,58,3,1,5
Gönbeler 500 gr Dana Eti Sucuk + 250 gr Kontrafile Pastırma,Amazon,"999,00 TL",et-tavuk-ve-balik,200,30,3,5
Fujian Friday 100 gr Yeşil Laver,Amazon,"715,92 TL",et-tavuk-ve-balik,,,,
Apikoğlu 3x1500 gr Blok Dana Kavurma,Amazon,"8.300,00 TL",et-tavuk-ve-balik,250,26,0,20
Marex 400 gr Kadayıflı Karides,Carrefour,"434,00 TL",et-tavuk-ve-balik,106,20,1,2
Polonez 90 gr Kurutulmuş Dilimli Füme Et,a101,"195,00 TL",et-tavuk-ve-balik,129,25,0,3
Kocaman 400 gr Dondurulmuş Deniz Ürünleri Salatası %20 Glaze,Carrefour,"549,00 TL",et-tavuk-ve-balik,272,13,0,18
Banvit 250 gr Piliç Macar Salam,Carrefour,"38,00 TL",et-tavuk-ve-balik,15,0.75,0.11,1
Polonez 500 gr Fümelenmiş Dana Dil,PttAVM,"1.624,12 TL",et-tavuk-ve-balik,250,26,0,20
Dardanel 210 gr Sushida Kyoto Karışımı,Hakmarekspress,"199,00 TL",et-tavuk-ve-balik,162,4,26,4
Danet Fermente 500 gr Dana Osmanlı Sucuk,Pazarama,"625,00 TL",et-tavuk-ve-balik,432,16,2,40
Yükseldi Sucukları 1 kg Dana Eti Sucuk,Amazon,"879,00 TL",et-tavuk-ve-balik,432,16,2,40
Molu 250 gr Anadolu Usulü Kangal Sucuk,Amazon,"366,00 TL",et-tavuk-ve-balik,380,14,2,35
Apikoğlu 2x110 gr Dana Et Çubukları,Amazon,"650,00 TL",et-tavuk-ve-balik,250,26,0,20
Bupiliç 1 kg Bonfile Piliç,Şok,"159,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Başyazıcı Frankfurter 330 gr Sosis,Amazon,"816,43 TL",et-tavuk-ve-balik,,,,
Apikoğlu 110 gr Cevizli Mini Dana Et Çubukları,Amazon,"380,00 TL",et-tavuk-ve-balik,250,26,0,20
Danet 3x70 gr Çemeni Sıyrılmış Dana Pastırma,PttAVM,"603,45 TL",et-tavuk-ve-balik,200,30,3,5
Dilek Gurme 1 kg Dana Kemikli Kaburga,Amazon,"2.199,00 TL",et-tavuk-ve-balik,250,26,0,20
Apikoğlu 80 gr Dana Pastırma,Carrefoursa,"159,90 TL",et-tavuk-ve-balik,200,30,3,5
Polonez 180 gr Kangal Sucuk,Carrefour,"149,90 TL",et-tavuk-ve-balik,380,14,2,35
Kocaman 200 gr Marine Sarımsaklı Hamsi,Carrefour,"114,00 TL",et-tavuk-ve-balik,197,17,0,15
Yasin Sucukları 335 gr Küp Dilimli Dana Sucuk,Amazon,"319,00 TL",et-tavuk-ve-balik,432,16,2,40
Müslümoğlu 400 gr Dana Evlik Parmak Sucuk,Şok,"259,00 TL",et-tavuk-ve-balik,389,16,1.5,40
Özlem 70 gr Dana Füme Kuru Et,Şok,"110,00 TL",et-tavuk-ve-balik,185,35,0,5
Şehzade 1 kg Acılı Sucuk,PttAVM,"637,64 TL",et-tavuk-ve-balik,432,16,2,40
Pınar 2x460 gr Hindi Servis Sosis,idefix,"319,90 TL",et-tavuk-ve-balik,107,25,0,1
Pınar 3x430 gr Dana Sosis,idefix,"753,83 TL",et-tavuk-ve-balik,250,26,0,20
Müslümoğlu 1 kg Evlik Fermente Parmak Sucuk,PttAVM,"999,00 TL",et-tavuk-ve-balik,389,16,1.5,40
Dardanel 2x140 gr x 2 Adet Ayçiçek Yağlı Ton Balığı,idefix,"420,00 TL",et-tavuk-ve-balik,193,24,0,11
Danet 6x60 gr Hindi Füme,Amazon,"279,00 TL",et-tavuk-ve-balik,107,25,0,1
Banvit 1 kg Göğüs Kuşbaşı,Carrefour,"271,85 TL",et-tavuk-ve-balik,250,26,0,20
Pınar 300 gr İllaki Kasap Dana Kangal Sucuk,PınarOnline,"272,35 TL",et-tavuk-ve-balik,380,14,2,35
Yeşilküre 1 kg Organik But Pirzola,Carrefour,"779,00 TL",et-tavuk-ve-balik,165,31,0,3.6
Dardanel 100 gr Yengeç Surimi,Carrefour,"164,99 TL",et-tavuk-ve-balik,101,20,0,2
Polonez 250 gr Biberli Salam,Carrefour,"1.190,00 TL",et-tavuk-ve-balik,58,3,1,5
Bolca 1 kg Hindi But Çöp Şiş,Carrefour,"450,90 TL",et-tavuk-ve-balik,107,25,0,1
Bolca 1 kg Hindi Parmak Dilim Göğüs,Carrefour,"279,90 TL",et-tavuk-ve-balik,107,25,0,1
Polonez 1 kg  Seçme Pastırma,Carrefour,"1.499,90 TL",et-tavuk-ve-balik,200,30,3,5
Kocaman Ançüez Sade Marine 180 gr Sardalya,Carrefour,"329,00 TL",et-tavuk-ve-balik,151,23,0,6
Polonez 1 kg Tost Dana Jambon,Carrefour,"1.150,00 TL",et-tavuk-ve-balik,250,26,0,20
Fümeci 1 kg Yağsız Hindi But Füme Jambon,PttAVM,"1.219,75 TL",et-tavuk-ve-balik,107,25,0,1
Balık Dünyası 150 gr Dondurulmuş Pane Et Midye,Carrefour,"109,00 TL",et-tavuk-ve-balik,,,,
Carrefour 200 gr Karides Söğüş,Carrefour,"169,00 TL",et-tavuk-ve-balik,106,20,1,2
Dardanel 125 gr Zeytinyağlı Sardalya,Carrefour,"100,90 TL",et-tavuk-ve-balik,151,23,0,6
Fümeci 150 gr Kafkas Usulü Kuru Et,Carrefour,"3.459,90 TL",et-tavuk-ve-balik,185,35,0,5
Polonez 1 kg But Eti Hindi Füme,Carrefour,"899,90 TL",et-tavuk-ve-balik,107,25,0,1
Marines 1 kg Karides Et,Carrefour,"319,00 TL",et-tavuk-ve-balik,106,20,1,2
Fümeci 1 kg Dilimli Hindi Göğüs Füme,Carrefour,"1.299,90 TL",et-tavuk-ve-balik,110,21,1,3
Besler 260 gr Hünkar Dilimli Sucuk,Carrefour,"111,00 TL",et-tavuk-ve-balik,432,16,2,40
Erpiliç  Kelebek Pirzola Tabakli 1 kg,Carrefour,"138,90 TL",et-tavuk-ve-balik,,,,
Beşler 55 gr Bi Lokma Hindi Füme,Carrefour,"39,50 TL",et-tavuk-ve-balik,107,25,0,1
Fümeci 200 gr Dana Bacon,Carrefour,"2.399,90 TL",et-tavuk-ve-balik,250,26,0,20
Erşan 90 gr Dana Kavurma,Carrefour,"99,90 TL",et-tavuk-ve-balik,250,26,0,20
Yoket 12x300 gr Glutensiz Bitkisel Köfte,Carrefour,"207,95 TL",et-tavuk-ve-balik,250,26,0,20
Erşan 100 gr Dilimli Hindi Füme,Carrefour,"48,50 TL",et-tavuk-ve-balik,107,25,0,1
Erşan Et 120 gr Dilimli Seçme Pastırma,Carrefour,"165,00 TL",et-tavuk-ve-balik,200,30,3,5
Erşan 120 gr Dilimli Füme Et,Carrefour,"165,00 TL",et-tavuk-ve-balik,129,25,0,3
Banvit 330 gr Jumbo Sosis,Carrefoursa,"68,00 TL",et-tavuk-ve-balik,,,,
Gurmepark 500 gr Dana Blok Yağsız Füme Kaburga Eti,idefix,"1.464,37 TL",et-tavuk-ve-balik,250,26,0,20
Marines 500 gr Halka Kalamar,Carrefour,"179,00 TL",et-tavuk-ve-balik,129,18,0,7
Fümeci 250 gr Smokehouse Dana Cotto,idefix,"662,47 TL",et-tavuk-ve-balik,250,26,0,20
Ahmet Ipek 500 gr Fermente Sucuk,idefix,"750,00 TL",et-tavuk-ve-balik,432,16,2,40
Dardanel Poşet 6x80 gr Light Ton Balığı,PttAVM,"567,84 TL",et-tavuk-ve-balik,193,24,0,11
Apikoğlu 5x70 gr Yüksek Proteinli Kurutulmuş Dana Füme Et,Amazon,"1.120,00 TL",et-tavuk-ve-balik,129,25,0,3
Pınar 75 gr Aç Bitir Taze Dilim Salam,idefix,"96,00 TL",et-tavuk-ve-balik,58,3,1,5
Polonez 500 gr Sebzeli Tavuk Jambon,PttAVM,"388,54 TL",et-tavuk-ve-balik,165,31,0,3.6
Başyazıcı 250 gr Çemensiz Antrikot Pastırma Kayseri,PttAVM,"585,11 TL",et-tavuk-ve-balik,200,30,3,5
Danet 2 kg Dana Etli Salam,Pazarama,"1.990,00 TL",et-tavuk-ve-balik,58,3,1,5
Özden 400 gr Piliç Baton Sucuk,PttAVM,"91,68 TL",et-tavuk-ve-balik,399,14,7,35
Superfresh 8x140 gr Light Ton Balığı,idefix,"652,90 TL",et-tavuk-ve-balik,193,24,0,11
Pınar 3x225 gr Klasik Kangal Sucuk 152903092,idefix,"627,83 TL",et-tavuk-ve-balik,380,14,2,35
Pınar 2x430 gr Uzun Hindi Sosis,idefix,"323,90 TL",et-tavuk-ve-balik,107,25,0,1
